,date,text
497,2019-12-20 10:22:00+00:00,Ça a marché héhé
498,2019-12-20 10:16:58+00:00,marie : rend l’argent @KFCFrance : https://twitter.com/lndrnmarie/status/1207966003545686016
499,2019-12-20 09:51:12+00:00,Grave ! @KFCFrance REMETTEZ LA SAUCE AMÉRICAINE !!!! 
500,2019-12-20 09:31:42+00:00,Mdr j'avoue 
501,2019-12-20 09:25:20+00:00,bien joué
502,2019-12-20 08:46:54+00:00,Le jeune Paul aimerait remporter ses buckets...
503,2019-12-20 08:28:03+00:00,Pitié pas @KFCFrance ! Mais qu’est-ce qu’on vous a fait pour que vous vous acharniez à dégrader ce quartier @ACORDEBARD ? @Duverlyhelene #GareduNord #Paris10
504,2019-12-20 08:25:51+00:00,"Bonjour, vous pouvez nous détailler la vie et l'abattage des animaux dont les morceaux sont dans les buckets ? Merci !"
505,2019-12-20 08:24:12+00:00,"Bonjour, vous pouvez nous détailler la vie et l'abattage des animaux dont les morceaux sont dans les buckets ? Merci !"
506,2019-12-20 08:16:37+00:00,@KFCFrance Pourquoi en France vous faites pas comme au Japon avec des super trucs de Noël et tout . 
507,2019-12-20 07:56:46+00:00,hâte de voir sa réponse !!!!
508,2019-12-20 07:53:58+00:00,@KFCFrance @lorenzo7g
509,2019-12-20 07:47:38+00:00,Pd
510,2019-12-20 07:36:46+00:00,Mon père avec ses magnifiques façons de dire non à quelque chose :’)
511,2019-12-20 07:36:04+00:00,@ki2lua
512,2019-12-20 07:34:10+00:00,@KFCFrance qui essaye de faire comme au Japon Un bucket comme repas de réveillon quelle blague mdr
513,2019-12-20 07:33:51+00:00,
514,2019-12-20 07:23:00+00:00, 
515,2019-12-20 07:18:45+00:00,
516,2019-12-20 07:15:20+00:00,Mdrr j’avais pas vu 
517,2019-12-20 07:12:36+00:00,"Psychopathe, j’vais m’faire défoncer, c’est marrant pour que j’aille à un meet-up à Châtelet c’est non mais pour KFC c’est oui hein ;3;"
518,2019-12-20 07:11:12+00:00,@souteiratcleme1
519,2019-12-20 07:11:04+00:00,Ouiiii
520,2019-12-20 07:10:33+00:00,@come_arthur j’le fais ?
521,2019-12-20 07:09:09+00:00,Bvv
522,2019-12-20 07:00:22+00:00,"Hey @KFCFrance un peut de marketing, un bucket de 80 pièces pour Noël la plaibe a voté"
523,2019-12-20 06:41:42+00:00,khalass moi le kfc wlh
524,2019-12-20 06:33:45+00:00,KFC FRANCE est un nouveau joueur ? Lol
525,2019-12-20 06:31:33+00:00,Ptdr non je vais me contenter de vraie nouriture ça va aller 
526,2019-12-20 06:11:25+00:00,Commencer par rendre tout ça hlal 
527,2019-12-20 04:40:37+00:00,Y'a le numéro par contre
528,2019-12-20 04:32:36+00:00,C KI KFC ?
529,2019-12-20 04:06:27+00:00,@MMavrick17
530,2019-12-20 02:12:18+00:00,"Ça me rappelle que j’ai mangé kfc à noël dernier, fallait pas être pressé "
531,2019-12-20 02:10:03+00:00,Mais quel CM en or
532,2019-12-20 02:01:41+00:00,A ouais ce truc inutile
533,2019-12-20 01:49:23+00:00,C'est whatsapp..
534,2019-12-20 01:47:42+00:00,Je veux taper mes meilleurs tenders à 2h47 du matin j’espère que vous m’entendez @KFCFrance
535,2019-12-20 00:56:54+00:00,Dans la salade y'a quand même du poulet KFC ! J'en mangeais quand j'étais en diet 
536,2019-12-20 00:55:01+00:00,Lvdm j'suis prêt et c'est pas des lol
537,2019-12-20 00:36:38+00:00,Tu regardes ça toi ?? 
538,2019-12-20 00:36:18+00:00,J’attends toujours @KFCFrance 
539,2019-12-20 00:35:23+00:00,Bahahahaha sorry 
540,2019-12-20 00:33:44+00:00,Ptnnn mdr j’etais dans mon lit je vois la notif K grave contente en pensant que c’était @KFCFrance je vois KGH mon frère 
541,2019-12-20 00:01:51+00:00,"Mdr il on cru qu'il en était pas capable, il est la définition vivante de patience et ennuie mdr"
542,2019-12-19 23:58:20+00:00,Le coran c pas halal jtien mm 4 jours
543,2019-12-19 23:51:14+00:00,"Frérot y'a le numéro, supprime"
544,2019-12-19 23:37:03+00:00,Je reste même 24h si il faut 
545,2019-12-19 23:22:40+00:00,KFC France c’est qlq chose quand même... 
546,2019-12-19 23:20:56+00:00,Tu connais... Ce foutu poulet frit ki
547,2019-12-19 23:16:16+00:00,Ta mère ne sait pas écrire « en train » je doute clairement de ta sincérité 
548,2019-12-19 22:56:40+00:00,Cheh !
549,2019-12-19 22:56:14+00:00,CLLASSSHHH
550,2019-12-19 22:55:03+00:00,Tu vas te faire gronder en rentrant mdrr
551,2019-12-19 22:54:15+00:00,Elle t’a tué mdrrrr
552,2019-12-19 22:53:34+00:00,Frero je le fais maintenant ton défis
553,2019-12-19 22:51:46+00:00,
554,2019-12-19 22:51:05+00:00,Mdrrrr elle va manger des nuggets
555,2019-12-19 22:39:18+00:00,"Bon au final on a parlé quand il est rentré du travail il m'a dit ""jtai repondu c'est non"" j'ai la haine."
556,2019-12-19 22:36:38+00:00,"cest tro une mode. et sa aid, grave. excellent .vrmt."
557,2019-12-19 22:33:15+00:00,"Mon Dieu... Les japonais (2% de chrétiens) se contrefoutent de Noël, pour eux fête commerciale comme Halloween. L'excellent article ci-joint souligne le rôle de KFC dans l'arrivée de ""Noël"" dans l'archipel il y a 40.ans... Alors pour mes enfants, ce sera sans, merci."
558,2019-12-19 22:24:39+00:00,J’ai intérêt à gagner parce que ma mère veut que je paye maintenant 
559,2019-12-19 22:18:58+00:00,Arrête 
560,2019-12-19 22:18:43+00:00,Alors qu’il fornique tous les soirs
561,2019-12-19 22:18:07+00:00,Dieu m’a éclairé 
562,2019-12-19 22:15:39+00:00,Woh miracle
563,2019-12-19 22:13:55+00:00,Chauddddd
564,2019-12-19 22:01:20+00:00,Aoudhou billahi Mina Cheytani Rajim
565,2019-12-19 22:00:28+00:00,Faut qu’elle réponde d’abord
566,2019-12-19 21:56:32+00:00,C’est un akhi mtn chab récite lui la fatiha @kushylamenace
567,2019-12-19 21:37:11+00:00,
568,2019-12-19 21:36:08+00:00,Trop easy
569,2019-12-19 21:33:08+00:00,OUIIIIIIIIIIIIII
570,2019-12-19 21:31:07+00:00,@Otacos_France franchement pas bon vive #burgerking #kfc #quick #subway #mcdo et les vrai #kebab #fastfood
571,2019-12-19 21:24:19+00:00,Yesssssssss
572,2019-12-19 21:23:46+00:00, 
573,2019-12-19 21:22:56+00:00,Update:
574,2019-12-19 21:22:55+00:00,Hate de voir ça 
575,2019-12-19 21:22:01+00:00,
576,2019-12-19 21:19:57+00:00,On vous prépare un maxi Best Of @equipedefrance pour Noël ? @kimpembe_3 @samumtiti @KMbappe @paulpogba @LucasDigne @LucasHernandez @AntoGriezmann @MATUIDIBlaise @_OlivierGiroud_ @CorentinTolisso @BenPavard28 @raphaelvarane @KFCFrance @leodubois15 @mmseize @SteveMandanda
577,2019-12-19 21:17:33+00:00,"Mdr, j'avais le même avant, bonne chance"
578,2019-12-19 21:15:48+00:00,"Bon, on me l'offre ?"
579,2019-12-19 21:14:57+00:00,Bouffer (et pas manger) de la merde ???? Ça va pas la tête ??? 
580,2019-12-19 21:13:13+00:00,Ouais mon tel récent a l'écran HS obligé d'utiliser cette relique lol
581,2019-12-19 21:11:03+00:00,
582,2019-12-19 21:09:02+00:00,Ma mère a plus de 80 ans les sms c’est pas trop son truc. Donc voilà
583,2019-12-19 21:03:56+00:00,
584,2019-12-19 21:03:44+00:00,
585,2019-12-19 20:55:44+00:00, 
586,2019-12-19 20:51:25+00:00,Voilà @ubereats @kfcFrance 
587,2019-12-19 20:47:49+00:00,
588,2019-12-19 20:47:00+00:00,"Et oui, un Noël entre tradition et modernité"
589,2019-12-19 20:46:44+00:00,
590,2019-12-19 20:40:08+00:00,:/
591,2019-12-19 20:38:03+00:00,Pas mal
592,2019-12-19 20:35:54+00:00,Qui est bien plus élevé que le ratio de morts de @Corobizar par game
593,2019-12-19 20:35:01+00:00,
594,2019-12-19 20:34:49+00:00,Oui je sais tkr
595,2019-12-19 20:33:21+00:00,Ce qui expliquerais son ratio insulte/tweet
596,2019-12-19 20:32:33+00:00,Jss c’est de l’ironie mdrr
597,2019-12-19 20:32:31+00:00,Il est abonné à vie
598,2019-12-19 20:31:48+00:00,"Je te vois comme ça, tu pense vraiment ta dead ça chakal?insulter c'est ridicule"
599,2019-12-19 20:30:07+00:00,Nan j’rigole t’es inscris au FC chômage pour un sacré bout de temps chakal
600,2019-12-19 20:28:13+00:00,"Pour te répondre , y’a que moi qui t’ai insulter grosse pute"
601,2019-12-19 20:28:05+00:00,C'est pas vraiment une insulte mdr
602,2019-12-19 20:27:40+00:00,"Ok, calme toi d'ou tu l'insulte"
603,2019-12-19 20:27:19+00:00,Euh attendez jviens vraiment de me faire insulter de mâle alpha?
604,2019-12-19 20:26:12+00:00,Bref je peux plus répondre à votre pd de pote donc c’est tout pour moi
605,2019-12-19 20:26:00+00:00,Il te suce jcrois
606,2019-12-19 20:25:22+00:00,Si on t’enlève les insultes sur Twitter tu ferais comment parce que là on atteint un niveau record
607,2019-12-19 20:23:56+00:00,GUETTE C’EST TON POTE SALE FDP
608,2019-12-19 20:23:33+00:00,C’est ton pote le chien gros fdp apprend à lire en reparlera gros trdc
609,2019-12-19 20:23:04+00:00,Ptdr tu me parle de iencli ... ta jamais toucher un petch de toute ta grosse vie de fdp
610,2019-12-19 20:21:55+00:00,Pd*
611,2019-12-19 20:21:44+00:00,Ptdr guette sale fdp j’ai parlé de moi une fois ? Gros os
612,2019-12-19 20:21:12+00:00,Ta gueule tu fais partie de ces pd t’es insulter
613,2019-12-19 20:21:11+00:00,+1
614,2019-12-19 20:20:36+00:00,
615,2019-12-19 20:20:04+00:00,Ça t’arrive de pas insulter dans un tweet ?
616,2019-12-19 20:18:17+00:00,Ta gueule astro fdp
617,2019-12-19 20:17:36+00:00,Ok giac la menace
618,2019-12-19 20:16:35+00:00,Je suis presque sûr que il a 12 ans
619,2019-12-19 20:14:49+00:00, 
620,2019-12-19 20:14:33+00:00,@Corobizar on veut pas l'insulter mais on est a 2 doigts
621,2019-12-19 20:14:31+00:00,Ta l’air super fun gros fdp y’a un truc que tu n’a pas tout à fais compris FERME TA GROSSE GUEULE T’ES GÊNANT ET PAS DRÔLE sale mâle alpha
622,2019-12-19 20:13:57+00:00,Samsung Galaxy Core Prime?
623,2019-12-19 20:13:49+00:00,https://twitter.com/azaxxxi/status/1207737033151713280?s=21
624,2019-12-19 20:13:15+00:00,Sous côté
625,2019-12-19 20:12:15+00:00,Ok mec t’es tellement une menace que j’en ai rien à foutre de ta repartie éclatée retourne chez le fc insta bro
626,2019-12-19 20:11:21+00:00,
627,2019-12-19 20:09:41+00:00,"T’es comique sale fdp , retourne sucer la bite des t’es gros chiens et ftg"
628,2019-12-19 20:09:01+00:00,Absolument et toi une sous race de juif
629,2019-12-19 20:08:51+00:00,Tu ma appeler timothe t’es trop un clown
630,2019-12-19 20:08:31+00:00,Oue c’est sur t’es un sale trashtalker toi t’es trop un mâle alpha sa se vois
631,2019-12-19 20:07:54+00:00,Absolument bien que si timothe
632,2019-12-19 20:07:37+00:00,
633,2019-12-19 20:07:16+00:00,Le trashtalk sa fonctionne pas avec sa
634,2019-12-19 20:06:54+00:00,@Corobizar
635,2019-12-19 20:06:21+00:00,Mais jsuis pas raciste le trashtalk vous connaissez ?
636,2019-12-19 20:06:12+00:00,@Corobizar rep
637,2019-12-19 20:05:41+00:00,Mais quelle con 
638,2019-12-19 20:05:01+00:00,"Pas du tout, ta l'air de nous supporter c'est bien"
639,2019-12-19 20:04:44+00:00,T’es renier même par ta famille sale fdp
640,2019-12-19 20:04:16+00:00,Oh jsuis renie par le FC Ouaf ?
641,2019-12-19 20:03:30+00:00,Aller mangé 50 report dans ta gueule sale con c'est incroyable ton intelligence négative
642,2019-12-19 20:02:36+00:00,Ta gueule toi
643,2019-12-19 20:02:04+00:00,Ok batard
644,2019-12-19 20:01:51+00:00,T’es un comique toi
645,2019-12-19 20:01:47+00:00,"Ouf pas très friendly tout ça, c'est limite même raciste"
646,2019-12-19 20:01:28+00:00,Avec ton vieux « même » tout peter
647,2019-12-19 20:01:23+00:00,Pour l'instant t personne contre le FC Ouaf
648,2019-12-19 20:01:15+00:00,Tg negro tu sert a rien t’es gênant et tu sert encore une fois à rien
649,2019-12-19 20:00:54+00:00,Pas à toi bouffon
650,2019-12-19 20:00:54+00:00,Gngngng ferme ta grosse mère sale fdp j’était pas la j’arrive avec plus de 20 notifications j’en ai rien a foutre de ton gros cul de chienne tu ferme ta gueule c’est tout
651,2019-12-19 20:00:52+00:00,
652,2019-12-19 20:00:05+00:00,Toi bz ta grosse mère sale negro
653,2019-12-19 19:59:58+00:00,"Bah mute le tweet espèce de con, c'est grave ton intelligence bouffon 5 ans que t sur Twitter et tu connais toujours pas ça"
654,2019-12-19 19:59:41+00:00,J’en ai rien a foutre de ta grosse mere tu met un chien en pp comme à peux près 50 000 de tes congénère et tu me parle d’originalité sale fdp retourne auprès de ton maître
655,2019-12-19 19:59:36+00:00,Ta gueule et retourne dans ton pays et tes plantations sale esclave noir
656,2019-12-19 19:59:00+00:00,Oui
657,2019-12-19 19:58:40+00:00,"Une citation de peaky blinders en bio en plus, pas très original"
658,2019-12-19 19:57:52+00:00,Ta gueule arrête juste de me mentionner
659,2019-12-19 19:57:29+00:00,"Au putain, je crois que tes con"
660,2019-12-19 19:57:26+00:00,"Oula monsieur jvous ai pas parlé mais jte conseille de faire attention, les nerfs sont tendus du côté de certaines personnes"
661,2019-12-19 19:56:48+00:00,Tu parle a qui
662,2019-12-19 19:56:25+00:00,"Tu provoques le FC Ouaf, accepte les conséquences."
663,2019-12-19 19:56:21+00:00,Sera jamais un argument dans un debat.
664,2019-12-19 19:56:03+00:00,"Je fait juste partie d'un grande famille ou tout le monde s'entend tres bien, ou l'on discute ect... et apres tu commence a parler follower car MONSIEUR en a 20k d'on 19 550 d'inactifs tu aurai eu moins de follower tu en aurai pas parler. La popularité monte a la tête et ce ne"
665,2019-12-19 19:55:40+00:00,Bz ta grosse mère
666,2019-12-19 19:55:32+00:00,
667,2019-12-19 19:54:56+00:00,@Corobizar
668,2019-12-19 19:54:19+00:00,Arrête de me mentionner mon reuf
669,2019-12-19 19:52:11+00:00,
670,2019-12-19 19:51:41+00:00,Bref arrêtez de me mentionner et le fc ouaf allez vous faire enculer pire que le fc Snap sa vous convient
671,2019-12-19 19:51:09+00:00,Ah désolé mais jpense avoir bien plus que 13 ans maintenant retourne ramper auprès de tes précieux abonnés pour ta satisfaction personnelle. Tu me redis quand ta vie sociale débutera enfin
672,2019-12-19 19:50:55+00:00,
673,2019-12-19 19:50:27+00:00,"Tu cherche la photo du ouaf et on vera si on est ""4"""
674,2019-12-19 19:49:58+00:00,Au faite je crois qu'il n'a pas du voir le raid qu'n a fait sur @PicturesFolder_ 
675,2019-12-19 19:48:10+00:00,"Jeune joueur minecraft, fortnite et roleplay... 15ans... Tiens tiens tiens nous tenons une pépite"
676,2019-12-19 19:46:09+00:00,
677,2019-12-19 19:45:45+00:00,Si seulement tu savais...
678,2019-12-19 19:45:04+00:00,Ils arrivent...
679,2019-12-19 19:44:53+00:00,
680,2019-12-19 19:40:57+00:00,
681,2019-12-19 19:40:02+00:00,
682,2019-12-19 19:32:23+00:00,"Juste, on en parle de ça pp ? C’est digne d’un ban Twitter."
683,2019-12-19 19:30:40+00:00,Mais ptdr en fait je suis into ce délire aussi donc forcément je le soutiens mais bon t’es en manque d’affection et de soutien bro ça se soigne stuv j’te donne des cours de socialisation
684,2019-12-19 19:30:21+00:00,Saitama go mettre vitality 
685,2019-12-19 19:29:36+00:00,Ça dépend qui paye
686,2019-12-19 19:28:57+00:00,Jamais vu quelquechose d’aussi vrai
687,2019-12-19 19:28:53+00:00,Je vois pas le problème d’avoir un délire je sais pas moi t’as jamais eu de délires spéciaux comme tout le monde ? Bah si donc je vois pas en quoi tu te permets de juger t’as Saitama en Nickname
688,2019-12-19 19:28:19+00:00,Pratique très courante au Japon ... @kfcjamaica merci de confirmer !
689,2019-12-19 19:27:44+00:00,"Mais juste il s'en fou de nous mais il as fait une boutique avec un t-shirt en effigie, il est assez actif dans le groupe mp mais ""il s'en fou de nou"""
690,2019-12-19 19:24:54+00:00,
691,2019-12-19 19:24:36+00:00,Bah excuse moi mais personnellement je ne fais pas partie de ce Fc et je vois pas en quoi ça serait honteux de faire partie d’une communauté active
692,2019-12-19 19:18:42+00:00,"Oulala attention, un compte avec 5 abo cette fois si "
693,2019-12-19 19:17:33+00:00,Il cherche la merde celui la
694,2019-12-19 19:17:25+00:00,Redemande ça au créateur du FC Ouaf nommé @Corobizar et sache que je ne possède nullement autour de 13 ans
695,2019-12-19 19:16:36+00:00,Je ne dirais pas ça
696,2019-12-19 19:14:02+00:00,
697,2019-12-19 19:13:25+00:00,Tu met les gens mal à l'aise
698,2019-12-19 19:12:41+00:00,Pense ce que tu veux mais le Fc Ouaf est bien plus présent que ce que tu pourrais le penser
699,2019-12-19 19:12:13+00:00,On est 50. No joke
700,2019-12-19 19:11:26+00:00, 
701,2019-12-19 19:09:26+00:00,
702,2019-12-19 19:02:50+00:00,Jsuis chaud de ouf
703,2019-12-19 19:02:40+00:00,
704,2019-12-19 18:58:57+00:00,Clairement oui
705,2019-12-19 18:58:42+00:00,Force pas aussi avec ton vieux chien à la kalash
706,2019-12-19 18:58:38+00:00,Je lui donne 13 ans maximum avec sa bio/pp et repartis
707,2019-12-19 18:55:11+00:00,
708,2019-12-19 18:54:49+00:00,"Non mais genre ""FC Ouaf"" c’est chaud je préfère tellement m’appeler Maouno bg"
709,2019-12-19 18:52:41+00:00,Oui clairement 
710,2019-12-19 18:52:20+00:00,Il est très très gênant son profil c’est fou mdrrrr « FC Ouaf »
711,2019-12-19 18:51:23+00:00,On est d’accord que ça par contre @SaitamaOfficiel
712,2019-12-19 18:48:26+00:00,Et faire bosser les livreurs uber le soir de noël? L’humanité ça vous dit rien
713,2019-12-19 18:45:32+00:00,Ah yes
714,2019-12-19 18:45:17+00:00,
715,2019-12-19 18:44:17+00:00,J'adore 
716,2019-12-19 18:41:59+00:00,Gracias crush francés del KFC por alegrarme los 40 minutos que he estado comiendo
717,2019-12-19 18:41:21+00:00,En réunion à 19h50 ?! Il doit être très efficace ton papa 
718,2019-12-19 18:39:31+00:00,Waaa mais j parle pas à ma mere 
719,2019-12-19 18:24:56+00:00,
720,2019-12-19 18:17:14+00:00,@Panou
721,2019-12-19 18:13:08+00:00,Frr c’est haram les kfc en France
722,2019-12-19 18:07:59+00:00,"Oublie pas hein, Épisode 347 à la 19e minute !"
723,2019-12-19 18:06:33+00:00,Mon bucket*
724,2019-12-19 18:05:43+00:00,Je heureux
725,2019-12-19 18:04:18+00:00,"Messenger, Facebook, Et.... TIK TOK Ce ptn de combo maudit "
726,2019-12-19 17:59:53+00:00,C trop simple
727,2019-12-19 17:56:02+00:00,@granmatoutou c pour toi ça chef
728,2019-12-19 17:43:01+00:00,"C'est chouette grâce à KFC, tu peux fêter Noël à la chtouille ! Mdr"
729,2019-12-19 17:42:05+00:00,Bon c'est quand que vous allez faire fonctionner correctement vos bornes pour qu'elles prennent la carte de fidélité ? C'est chaque fois hors service ! Ça doit bien faire 5-10 points de perdu @KFCFrance @kfc #KFCStrasbourg #Strasbourg #Rivetoile
730,2019-12-19 17:39:32+00:00,Fais peter mdr
731,2019-12-19 17:27:11+00:00,Merci 
732,2019-12-19 17:23:49+00:00,Plus jamais je commande chez vous @ubereats_fr ce sont des voleurs je déconseille a tout le monde !!
733,2019-12-19 17:20:21+00:00,"Tu fais erreur, Un légende urbaine dit que c'est des poulets à 6 pattes et non à 3 têtes "
734,2019-12-19 17:15:41+00:00,Wsh t'as faim frérot fais tes pâtes 10h pour ça c'est long
735,2019-12-19 17:12:25+00:00,Je suis chaud moi 
736,2019-12-19 17:07:36+00:00,....En VRAI il aurait plutôt fallu offrir au plus défavorisés des buckets pour noël ÇA ça aurait été badass et pourrait redorer votre image 
737,2019-12-19 17:04:40+00:00,Merci @KFCFrance min père me pense drogué 
738,2019-12-19 17:04:28+00:00,ENVOIE LE KFC MON GRAND
739,2019-12-19 17:04:28+00:00,En fin de compte c'est bon ? Ce qui devait arriver à Bordeaux est arrivé ?
740,2019-12-19 17:03:42+00:00,moi stp fais le bon choix 
741,2019-12-19 17:00:06+00:00,"cela changera des autres fêtes, dans les autres années"
742,2019-12-19 16:54:22+00:00,"*Entrain de chercher ""bucket"" sur google ^^"
743,2019-12-19 16:46:25+00:00, 
744,2019-12-19 16:41:35+00:00,C'est pas rien
745,2019-12-19 16:37:35+00:00,"J’en ai déjà mangée au Maroc j’ai jamais mangée quelque chose d’aussi degeulasse, le mec est venu livrer le poulet en scoute wsh . Mais à Dubaï Istanbul et Londres ces excellent "
746,2019-12-19 16:34:19+00:00,Quand vous voulez.
747,2019-12-19 16:33:53+00:00,Au pire vient au bled ils sont 100% halal
748,2019-12-19 16:32:53+00:00,J'espère qu'elle m'a pas trop pris au sérieux...
749,2019-12-19 16:23:30+00:00,J’ai pas capté le rapport avec les Jap 
750,2019-12-19 16:20:18+00:00,@vinTWOHH 
751,2019-12-19 16:20:10+00:00,Toujours partager avec le chat.
752,2019-12-19 16:18:59+00:00,Bon.. bien tenté
753,2019-12-19 16:18:35+00:00,@anais_faraud 1 an de KFC ptn
754,2019-12-19 16:18:00+00:00,Easy
755,2019-12-19 16:15:12+00:00, 
756,2019-12-19 16:13:05+00:00,Les gas j reste mm 20h si ça voulez wala
757,2019-12-19 16:10:22+00:00,frero t le sang choisit moi
758,2019-12-19 16:07:44+00:00,Ah oe
759,2019-12-19 16:02:06+00:00,Naïveté
760,2019-12-19 16:01:09+00:00,Cemcem mon poulet
761,2019-12-19 15:58:16+00:00,Moi
762,2019-12-19 15:55:44+00:00,Tout le monde reste fort et y gagne.
763,2019-12-19 15:44:04+00:00,moi aussi j’ai le droit ?
764,2019-12-19 15:42:45+00:00,Vous êtes halal ?
765,2019-12-19 15:39:42+00:00,@NaomiMsa go on fait ça
766,2019-12-19 15:33:51+00:00,"@KFCFrance nou palé, nou pa kolè"
767,2019-12-19 15:29:49+00:00,
768,2019-12-19 15:20:42+00:00,Et si on ne vit plus chez ses parents ?
769,2019-12-19 15:19:20+00:00,Mdrrr Je t'aime maman 
770,2019-12-19 15:17:56+00:00,Je tiens 12h pour un an si il faut @kfc @CEMCEMYT
771,2019-12-19 15:09:59+00:00, 
772,2019-12-19 15:09:58+00:00,C’est la meilleure réponse que j’ai vue dans les commentaires. Trop forte la maman. j’espère tu l’auras ce fameux code 
773,2019-12-19 15:05:35+00:00, 
774,2019-12-19 15:03:41+00:00,Donc toi tu ne parle jamais à ta mère mais tu ose lui demander du poulet ? Ptdr
775,2019-12-19 14:58:38+00:00,Fastoch
776,2019-12-19 14:54:21+00:00,Ton tweet c’est la preuve ultime que l’amour des parents est au dessus de tout 
777,2019-12-19 14:52:17+00:00,
778,2019-12-19 14:51:34+00:00,le rêve absolu 
779,2019-12-19 14:49:41+00:00,J’espère un jour être un père comme le tien 
780,2019-12-19 14:48:57+00:00,"Et si le KFC le plus proche est à 1h de route, on nous le livre quand, car on a pas trop de choix à @Mairie_Niort"
781,2019-12-19 14:48:54+00:00,Offre les 2 a des sdf qui pourront bouffer toutes l'année
782,2019-12-19 14:48:28+00:00,Même une journée pour 1ans de kfc gratuit 
783,2019-12-19 14:46:24+00:00,Chelou ton ap SMS
784,2019-12-19 14:46:13+00:00,Ptdrr je l’appelle normalement
785,2019-12-19 14:43:17+00:00,?
786,2019-12-19 14:39:09+00:00,@Mathildeftrs pitié on doit gagner
787,2019-12-19 14:36:41+00:00,@Chawkapic c'est pour toi ça
788,2019-12-19 14:34:34+00:00,"Si ils savaient ce qu il a dedans, ils iraient vomir directement"
789,2019-12-19 14:33:18+00:00,Je pense que c'est un non 
790,2019-12-19 14:32:56+00:00,Chaud de ouf
791,2019-12-19 14:29:12+00:00,Le « wesh » du debut m’a tué 
792,2019-12-19 14:22:06+00:00,oui
793,2019-12-19 14:20:49+00:00,C'est dans le script sa ?
794,2019-12-19 14:19:47+00:00,un bucket dinde aux marrons ça m'évitera de salir mon four 
795,2019-12-19 14:07:35+00:00,"J'avoue que j'aurai bien voulu, mais je passe Noël dans un endroit où Uber Eats n'existe pas :c"
796,2019-12-19 14:05:38+00:00,@KFCFrance combien de rt pour que @REILAAAAN soit sponsorisé par vous ?
797,2019-12-19 14:04:46+00:00,
798,2019-12-19 13:57:23+00:00,C ki KFC ? @Sturricane
799,2019-12-19 13:37:19+00:00,
800,2019-12-19 13:29:50+00:00,@KFCFrance
801,2019-12-19 13:25:56+00:00,Trop facile votre défis
802,2019-12-19 13:17:21+00:00,Il fait beaucoup de fautes ton papa quand même
803,2019-12-19 13:08:44+00:00,si ct halal jaurait foncé mdr
804,2019-12-19 13:05:44+00:00,"Y’a des gens il mange même pas et vous vous offrer 1 ans a des personnes qui peuvent ce nourrir eux même, vous savez ou vous le mettre les 1 ans "
805,2019-12-19 13:00:18+00:00,Cemcem les femmes d'abord ce serais cool une p'tite année 
806,2019-12-19 12:55:11+00:00,Je tiendrais meme 11h moi @KFCFrance @CEMCEMYT
807,2019-12-19 12:48:19+00:00,Ces quand que vos KFC seront halal bande de lâche qui ce laisse faire sous la pression des français raciste. !!!!!
808,2019-12-19 12:46:24+00:00,Mince je crois pas qu'elle soit d'accord
809,2019-12-19 12:40:42+00:00,"Un KFC pour le réveillon, mais quel bande de traitres indignes"
810,2019-12-19 12:39:05+00:00,Je reste 10h si tu m'offre juste le bucket que j'ai regarder
811,2019-12-19 12:35:34+00:00, 
812,2019-12-19 12:34:29+00:00,"Faites de la viande halal, et je tiendrai 10h avec toute la carte de KFC devant moi pour 1 an gratuit.."
813,2019-12-19 12:32:29+00:00,
814,2019-12-19 12:28:07+00:00,"""Je ma sent d'ici"" "
815,2019-12-19 12:26:41+00:00,Ptdrrrrr msn vie
816,2019-12-19 12:25:19+00:00,Wsh ta pas d'autres images ahahahahah
817,2019-12-19 12:05:58+00:00,@BurgerKingFR à vous aussi !!
818,2019-12-19 12:05:55+00:00,
819,2019-12-19 12:05:39+00:00,Gros porc
820,2019-12-19 12:03:20+00:00,Jsuis chaud aussi mes poulets
821,2019-12-19 11:59:32+00:00,Ma parole que je l’es tien les 10 heures c’est ou qui faut déposer son cv ?
822,2019-12-19 11:59:02+00:00,Ta guzuke en fait timothe
823,2019-12-19 11:52:34+00:00,@maman40151994 regarde lui il en a pq tu veux pas m’en offrir un c po juste
824,2019-12-19 11:49:52+00:00,On attends tous une réponse positive
825,2019-12-19 11:48:05+00:00,C’est si beau 
826,2019-12-19 11:47:38+00:00,
827,2019-12-19 11:47:05+00:00,C'EST DANS LA POCHE
828,2019-12-19 11:45:35+00:00,@Squoxi tu sais pas quoi faire samedi ?
829,2019-12-19 11:31:25+00:00,Moi ?
830,2019-12-19 11:28:30+00:00,Si ça se tente alors tentons 
831,2019-12-19 11:25:34+00:00,mdrr pq tu triches
832,2019-12-19 11:17:14+00:00, 
833,2019-12-19 11:14:30+00:00,@KFCFrance arrangeons nous pour un bucket full tenders 
834,2019-12-19 11:14:28+00:00,La chanchla
835,2019-12-19 11:14:26+00:00,Mais qu'est ce que ça vaut le coup
836,2019-12-19 11:12:26+00:00,Au moins c'est clair
837,2019-12-19 11:09:33+00:00,J'le veux !!!
838,2019-12-19 11:06:00+00:00,Heu... mais #Noel c est pas vraiment #halal ?!?!?!??? 
839,2019-12-19 11:02:06+00:00, 
840,2019-12-19 11:00:29+00:00,Tu te demande pourquoi ils ne répondent plus lol sinon je souhaite aucun mal t’inquiète pas !!
